CODIGO;DENOMINACION_GENERICA_ES;DENOMINACION_GENERICA_VAL;DENOMINACION_ESPECIFICA;DENOMINACION;REGIMEN;TIPO_VIA;DIRECCION;NUMERO;CODIGO_POSTAL;LOCALIDAD;PROVINCIA;TELEFONO;FAX;COD_EDIFICACION;LONGITUD;LATITUD;TITULARIDAD;CIF;COMARCA
12006597;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE CORTES DE ARENOSOS-S.VTE.PIEDRAHITA;CENTRO FPA MUNICIPAL DE CORTES DE ARENOSOS-S.VTE.PIEDRAHITA;PÚB.;CL;MAYOR;1;12127;CORTES DE ARENOSO;CASTELLÓ;964383110;; 1,0;-0.541731;40.186757;AYUNTAMIENTO DE CORTES DE ARENOSO;;EL ALTO MIJARES
12006603;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE CASTELLNOVO;CENTRO FPA MUNICIPAL DE CASTELLNOVO;PÚB.;CL;SECANO;S/N;12413;CASTELLNOVO;CASTELLÓ;964137305;; 1,0;-0.45948;39.861889;AYUNTAMIENTO DE CASTELLNOVO;;ALTO PALANCIA
12006615;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;LA MEDITERRÀNIA;CEIP LA MEDITERRÀNIA;PÚB.;CL;ENCARNACIÓN CALATAYUD;S/N;12594;ORPESA;CASTELLÓ;964558470;964558471; 1,0;0.141524;40.090196;GENERALITAT VALENCIANA;Q1200333A;LA PLANA ALTA
12006627;COLEGIO RURAL AGRUPADO;COL·LEGI RURAL AGRUPAT;PALANCIA-ESPADÁN;CRA PALANCIA-ESPADÁN;PÚB.;AV;NAVARRO REVERTER;S/N;12413;CASTELLNOVO;CASTELLÓ;964336370;964336371; 1,0;-0.459913;39.861946;GENERALITAT VALENCIANA;Q1200318B;ALTO PALANCIA
12006639;COLEGIO RURAL AGRUPADO;COL·LEGI RURAL AGRUPAT;PALANCIA-MIJARES;CRA PALANCIA-MIJARES;PÚB.;CL;JAIME ARIÑO;S/N;12450;JÉRICA;CASTELLÓ;964336375;964336376; 1,0;-0.575677;39.913719;GENERALITAT VALENCIANA;Q1200319J;ALTO PALANCIA
12006664;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE CAUDIEL;CENTRO FPA MUNICIPAL DE CAUDIEL;PÚB.;CL;SOLEDAD;1;12440;CAUDIEL;CASTELLÓ;964144049;; 1,0;-0.569798;39.947775;AYUNTAMIENTO DE CAUDIEL;;ALTO PALANCIA
12006676;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE PEÑÍSCOLA;CENTRE FPA MUNICIPAL DE PEÑÍSCOLA;PÚB.;CL;JUAN JOSÉ FULLADOSA;29;12598;PENÍSCOLA;CASTELLÓ;964480050;; 1,0;0.406902;40.357835;AJUNTAMENT DE PEÑÍSCOLA;;EL BAIX MAESTRAT
12006688;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL DE SANT MATEU;CENTRE FPA MUNICIPAL DE SANT MATEU;PÚB.;AV;NUESTRA SEÑORA DE LOS ÁNGELES;19;12170;SANT MATEU;CASTELLÓ;964416171;; 1,0;0.1825;40.464042;AJUNTAMENT DE SANT MATEU;;EL BAIX MAESTRAT
12006718;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL JUAN XXIII;EI 1ER CICLE MUNICIPAL JUAN XXIII;PÚB.;PZ;JUAN XXIII;S/N;12526;LA VILAVELLA;CASTELLÓ;679305609;; 1,0;-0.185856;39.856166;AJUNTAMENT DE LA VILAVELLA;;LA PLANA BAIXA
12006721;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;VILA DE CALIG;ESCOLA PRIVADA DE MÚSICA VILA DE CALIG;PRIV.;CL;REI EN JAUME I;S/N;12589;CÀLIG;CASTELLÓ;654348729;; 1,0;0.352749;40.461056;;;EL BAIX MAESTRAT
12006731;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MANEL GARCÍA GRAU;CEIP MANEL GARCÍA GRAU;PÚB.;CL;CERAMISTA MANOLO SAFONT;4;12006;CASTELLÓ DE LA PLANA;CASTELLÓ;964558460;964558461; 1,0;-0.057582;39.99181;GENERALITAT VALENCIANA;Q1200316F;LA PLANA ALTA
12006743;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;ENRIQUE ODRIOZOLA;CENTRE PRIV. ED. INF. 1ER CICLE ENRIQUE ODRIOZOLA;PRIV.;CL;GUMBAU;21;12001;CASTELLÓ DE LA PLANA;CASTELLÓ;964239652;; 1,0;-0.035962;39.984748;;;LA PLANA ALTA
12006767;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;MIRALCAMP;CEIP MIRALCAMP;PÚB.;AV;SERRA D'ESPADÀ;89;12200;ONDA;CASTELLÓ;964738855;964738856; 1,0;-0.257031;39.968059;GENERALITAT VALENCIANA;S1200001D;LA PLANA BAIXA
12006779;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;JAUME I;CEIP JAUME I;PÚB.;AV;LEOPOLDO QUEROL;S/N;12500;VINARÒS;CASTELLÓ;964405605;964405606; 1,0;0.476296;40.477256;GENERALITAT VALENCIANA;Q1200331E;EL BAIX MAESTRAT
12006780;CENTRO DE EDUCACIÓN ESPECIAL;CENTRE D'EDUCACIÓ ESPECIAL;CASTELL VELL;CEE PÚB. CASTELL VELL;PÚB.;CL;JOAQUÍN SANCHÍS MIRALLES;1;12004;CASTELLÓ DE LA PLANA;CASTELLÓ;964738860;964738861; 1,0;-0.030866;39.999074;GENERALITAT VALENCIANA;Q1200365C;LA PLANA ALTA
12006792;CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;GIMSA ESTÉTICA;CENTRE PRIVAT FP GIMSA ESTÉTICA;PRIV.;CL;DOCTOR FERRAN;16-18;12003;CASTELLÓ DE LA PLANA;CASTELLÓ;964224143;964222787; 1,0;-0.031795;39.988983;;;LA PLANA ALTA
12006810;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;REGINA VIOLANT;CEIP REGINA VIOLANT;PÚB.;CL;BENASSAL;5;12550;ALMASSORA;CASTELLÓ;964738865;964738866; 1,0;-0.057423;39.944169;GENERALITAT VALENCIANA;Q1200325G;LA PLANA ALTA
12006998;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;NOVENES DE CALATRAVA;CEIP NOVENES DE CALATRAVA;PÚB.;CL;DUBLÍN;4;12530;BORRIANA;CASTELLÓ;964738870;964738871; 1,0;-0.077119;39.880269;GENERALITAT VALENCIANA;Q1200326E;LA PLANA BAIXA
12007000;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL;CENTRE FPA MUNICIPAL;PÚB.;AV;SANT FRANCESC;2;12549;BETXÍ;CASTELLÓ;964620153;; 1,0;-0.198816;39.930178;AJUNTAMENT DE BETXÍ;;LA PLANA BAIXA
12007012;CENTRO DOCENTE PÚBLICO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PÚBLIC DE FORMACIÓ BÀSICA DE PERSONES ADULTES;MUNICIPAL PAULO FREIRE;CENTRE FPA MUNICIPAL PAULO FREIRE;PÚB.;CL;MAJOR;103;12590;ALMENARA;CASTELLÓ;962623520;; 1,0;-0.219676;39.753308;AJUNTAMENT D'ALMENARA;;LA PLANA BAIXA
12007024;COLEGIO RURAL AGRUPADO;COL·LEGI RURAL AGRUPAT;L'AIGUANEU;CRA L'AIGUANEU;PÚB.;CL;DEL SOL;S/N;12513;CATÍ;CASTELLÓ;964405655;964405656; 1,0;0.024161;40.471241;GENERALITAT VALENCIANA;Q1200324J;L'ALT MAESTRAT
12007036;COLEGIO RURAL AGRUPADO;COL·LEGI RURAL AGRUPAT;CELUMBRES;CRA CELUMBRES;PÚB.;CL;VIRGEN DEL PILAR;S/N;12318;CINCTORRES;CASTELLÓ;964336225;964336226; 1,0;-0.218439;40.58153;GENERALITAT VALENCIANA;Q1200327C;ELS PORTS
12007048;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;BONRETORN;ESCOLA PRIVADA DE MÚSICA BONRETORN;PRIV.;CL;LES CORTS;30;12539;LES ALQUERIES;CASTELLÓ;964511617;; 1,0;-0.109069;39.896312;;;LA PLANA BAIXA
12007051;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;JUAN G. RIPOLLÉS;CEIP JUAN G. RIPOLLÉS;PÚB.;CL;RÍO ADRA;3;12006;CASTELLÓ DE LA PLANA;CASTELLÓ;964739390;964739391; 1,0;-0.052807;39.97772;GENERALITAT VALENCIANA;Q1200334I;LA PLANA ALTA
12007061;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL;EI 1ER CICLE MUNICIPAL;PÚB.;AV;GERMANS GALLEN FERRERES;S/N;12300;MORELLA;CASTELLÓ;964173345;964160762; 1,0;-0.104079;40.619197;AJUNTAMENT DE MORELLA;;ELS PORTS
12007073;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;ÁNGEL ESTEBAN;CEIP ÁNGEL ESTEBAN;PÚB.;CL;TOLEDO;S/N;12580;BENICARLÓ;CASTELLÓ;964405610;964405611; 1,0;0.416746;40.420488;GENERALITAT VALENCIANA;Q1200332C;EL BAIX MAESTRAT
12007103;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;LA JIRAFA;CENTRE PRIV. ED. INF. 1ER CICLE LA JIRAFA;PRIV.;CL;MUSEROS;16;12005;CASTELLÓ DE LA PLANA;CASTELLÓ;964236262;; 1,0;-0.032412;39.97846;;;LA PLANA ALTA
12007127;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;SI-FA-SOL;ESCOLA PRIVADA DE MÚSICA SI-FA-SOL;PRIV.;CL;VALENCIA;30;12590;ALMENARA;CASTELLÓ;650007696;; 1,0;-0.228015;39.752729;;;LA PLANA BAIXA
12007139;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;CARDENAL TARANCÓN;CEIP CARDENAL TARANCÓN;PÚB.;CL;LA HAIA;11;12530;BORRIANA;CASTELLÓ;964738875;964738876; 1,0;-0.078149;39.879808;GENERALITAT VALENCIANA;Q1200330G;LA PLANA BAIXA
12007140;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL;EI 1ER CICLE MUNICIPAL;PÚB.;CL;SUFERA;S/N;12180;CABANES;CASTELLÓ;964331534;; 1,0;0.049524;40.15367;AJUNTAMENT DE CABANES;;LA PLANA ALTA
12007188;ESCUELA OFICIAL DE IDIOMAS;ESCOLA OFICIAL D'IDIOMES;PLANA BAIXA;ESCOLA OFICIAL D'IDIOMES PLANA BAIXA;PÚB.;AV;AUSIÀS MARCH;13;12540;VILA-REAL;CASTELLÓ;676815563;; 1,0;-0.095514;39.937755;GENERALITAT VALENCIANA;S1200046I;LA PLANA BAIXA
12007191;CENTRO AUTORIZADO DE ENSEÑANZAS DEPORTIVAS;CENTRE AUTORITZAT D'ENSENYAMENTS ESPORTIUS;CENETED;CENTRE ENSENYAMENTS ESPORTIUS CENETED;PRIV.;PD;LA MAGDALENA;S/N;12008;CASTELLÓ DE LA PLANA;CASTELLÓ;675552015;; 1,0;-0.007929;40.036944;;;LA PLANA ALTA
12007206;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;JOSÉ SORIANO RAMOS;CEIP JOSÉ SORIANO RAMOS;PÚB.;CM;LA PLANA;65;12540;VILA-REAL;CASTELLÓ;964558480;964558481; 1,0;-0.098418;39.946624;GENERALITAT VALENCIANA;Q1200342B;LA PLANA BAIXA
12007218;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;NOU PEDRO ALCÁZAR;CEIP NOU PEDRO ALCÁZAR;PÚB.;CL;PASCUALA LAUTERIO;S/N;12520;NULES;CASTELLÓ;964738880;964738881; 1,0;-0.159066;39.858249;GENERALITAT VALENCIANA;Q1200345E;LA PLANA BAIXA
12007221;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL;EI 1ER CICLE MUNICIPAL;PÚB.;CL;SARAGOSSA;S/N;12596;TORREBLANCA;CASTELLÓ;964420182;; 1,0;-0.199251;40.21942;AJUNTAMENT DE TORREBLANCA;;LA PLANA ALTA
12007243;CENTRO PRIVADO DE EDUCACIÓN INFANTIL;CENTRE PRIVAT D'EDUCACIÓ INFANTIL;MOBY DICK;CENTRE PRIV. ED. INFANTIL MOBY DICK;PRIV.;CL;VALENCIA, PARTIDA SOLAES;810;12580;BENICARLÓ;CASTELLÓ;964472960;964472960; 1,0;0.422722;40.41011;;;EL BAIX MAESTRAT
12007267;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL PRÍNCIPE FELIPE;EI 1ER CICLE MUNICIPAL PRÍNCIPE FELIPE;PÚB.;AV;CORTS VALENCIANES;7;12530;BORRIANA;CASTELLÓ;964510241;; 1,0;-0.078835;39.887828;AJUNTAMENT DE BORRIANA;;LA PLANA BAIXA
12007279;ESCUELA OFICIAL DE IDIOMAS;ESCOLA OFICIAL D'IDIOMES;EL MAESTRAT;ESCOLA OFICIAL D'IDIOMES EL MAESTRAT;PÚB.;AV;GIL DE ATROCILLO;S/N;12500;VINARÒS;CASTELLÓ;964336785;; 1,0;0.456881;40.470349;GENERALITAT VALENCIANA;S1200047G;EL BAIX MAESTRAT
12007280;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL PEQUELAR;EI 1ER CICLE MUNICIPAL PEQUELAR;PÚB.;CM;D'ONDA;S/N;12549;BETXÍ;CASTELLÓ;964620383;; 1,0;-0.201627;39.932175;AJUNTAMENT DE BETXÍ;;LA PLANA BAIXA
12007292;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL DE VILAFRANCA;EI 1ER CICLE MUNICIPAL DE VILAFRANCA;PÚB.;CL;SANTA TERESA;67;12150;VILAFRANCA;CASTELLÓ;678407560;; 1,0;-0.258629;40.430616;AJUNTAMENT DE VILAFRANCA;;L'ALT MAESTRAT
12007309;CENTRO PÚBLICO DE FORMACIÓN DE PERSONAS ADULTAS;CENTRE PÚBLIC DE FORMACIÓ DE PERSONES ADULTES;EL PLA DEL PUIG;CENTRE PÚBLIC FPA EL PLA DEL PUIG;PÚB.;CR;CV-129, KM. 15;;12140;ALBOCÀSSER;CASTELLÓ;964158549;964158536; 1,0;0.003691;40.36578;GENERALITAT VALENCIANA;Q1200358H;L'ALT MAESTRAT
12007334;CENTRO INTEGRADO PÚBLICO DE FORMACIÓN PROFESIONAL;CENTRE INTEGRAT PÚBLIC DE FORMACIÓ PROFESSIONAL;BENICARLÓ;CIPFP BENICARLÓ;PÚB.;AV;CORTS VALENCIANES;2;12580;BENICARLÓ;CASTELLÓ;964405750;964405762; 1,0;0.423047;40.412524;GENERALITAT VALENCIANA;Q1200364F;EL BAIX MAESTRAT
12007358;CENTRO DOCENTE PRIVADO EXTRANJERO;CENTRE DOCENT PRIVAT ESTRANGER;ELIAN'S BRITISH SCHOOL;CENTRE ESTRANGER ELIAN'S BRITISH SCHOOL;PRIV.;RD;NORD DE CIRCUMVAL·LACIÓ;346;12004;CASTELLÓ DE LA PLANA;CASTELLÓ;964261241;; 1,0;-0.030105;40.001156;;;LA PLANA ALTA
12007361;CENTRO PRIVADO FORMACIÓN PROFESIONAL ESPECÍFICA;CENTRE PRIVAT FORMACIÓ PROFESSIONAL ESPECÍFICA;CENTRO EDUCATIVO MEDITERRÁNEO;CENTRE PRIVAT FP CENTRO EDUCATIVO MEDITERRÁNEO;PRIV.;CL;JUEZ MANUEL GUAL;4;12560;BENICÀSSIM;CASTELLÓ;964390141;; 1,0;0.057644;40.052293;;;LA PLANA ALTA
12007371;CONSERVATORIO ELEMENTAL DE MÚSICA;CONSERVATORI ELEMENTAL DE MÚSICA;ABEL MUS;CONSERVATORI ELEMENTAL DE MÚSICA ABEL MUS;PÚB.;CL;SANT PERE PASQUAL;S/N;12530;BORRIANA;CASTELLÓ;964033230;964033675; 1,0;-0.080965;39.888414;AJUNTAMENT DE BORRIANA;;LA PLANA BAIXA
12007383;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;BABISOL;CENTRE PRIV. ED. INF. 1ER CICLE BABISOL;PRIV.;CL;ELS ATREVITS;11;12540;VILA-REAL;CASTELLÓ;964530514;; 1,0;-0.105077;39.947545;;;LA PLANA BAIXA
12007395;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL VALL D'ALBA;EI 1ER CICLE MUNICIPAL VALL D'ALBA;PÚB.;CL;EN PROYECTO;12;12194;VALL D'ALBA;CASTELLÓ;964330004;964330808; 1,0;-0.035244;40.181087;AJUNTAMENT DE VALL D'ALBA;;LA PLANA ALTA
12007401;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL PINTOR TASIO FLORS MELIÁ;EI 1ER CICLE MUNICIPAL PINTOR TASIO FLORS MELIÁ;PÚB.;AV;DEL FERROCARRIL;169;12560;BENICÀSSIM;CASTELLÓ;964396217;964396154; 1,0;0.041177;40.03964;AJUNTAMENT DE BENICÀSSIM;;LA PLANA ALTA
12007413;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;BAMBILANDIA;CENTRE PRIV. ED. INF. 1ER CICLE BAMBILANDIA;PRIV.;CL;JAUME ROIG;52;12540;VILA-REAL;CASTELLÓ;964538121;; 1,0;-0.092161;39.940722;;;LA PLANA BAIXA
12007437;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;IALE BEBÉS;CENTRE PRIV. ED. INF. 1ER CICLE IALE BEBÉS;PRIV.;RD;NORD DE CIRCUMVAL·LACIÓ;348;12005;CASTELLÓ DE LA PLANA;CASTELLÓ;964261241;964261339; 1,0;-0.030105;40.001156;;;LA PLANA ALTA
12007450;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;EL BRESSOL;EI 1ER CICLE EL BRESSOL;PÚB.;CL;CATEDRATIC BORT;12;12181;BENLLOC;CASTELLÓ;964738720;964738721; 1,0;0.029778;40.210264;GENERALITAT VALENCIANA;S1200044D;LA PLANA ALTA
12007474;CENTRO DOCENTE PRIVADO DE FORMACIÓN BÁSICA DE PERSONAS ADULTAS;CENTRE DOCENT PRIVAT DE FORMACIÓ BÀSICA DE PERSONES ADULTES;AUDIOGIL ADULTOS;CENTRE DOCENT PRIVAT FPA  AUDIOGIL ADULTOS;PRIV.;CL;SAN BLAS;100;12002;CASTELLÓ DE LA PLANA;CASTELLÓ;964342290;964342291; 1,0;-0.044171;39.98544;;;LA PLANA ALTA
12007486;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;BARRUFETS;CENTRE PRIV. ED. INF. 1ER CICLE BARRUFETS;PRIV.;AV;MONTENDRE;28;12200;ONDA;CASTELLÓ;650347073;; 1,0;-0.263385;39.967069;;;LA PLANA BAIXA
12007498;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;FABULINUS;CENTRE PRIV. ED. INF. 1ER CICLE FABULINUS;PRIV.;CL;VICENTE BLASCO IBÁÑEZ;23;12003;CASTELLÓ DE LA PLANA;CASTELLÓ;964224465;; 1,0;-0.024928;39.991175;;;LA PLANA ALTA
12007516;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;COL·LEGI D'EDUCACIÓ INFANTIL I PRIMÀRIA;SANTA QUITERIA;CEIP SANTA QUITERIA;PÚB.;CL;ALMIRANTE CERVERA;S/N;12550;ALMASSORA;CASTELLÓ;964738885;964738886; 1,0;-0.071595;39.950281;GENERALITAT VALENCIANA;Q1200366A;LA PLANA ALTA
12007531;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL CHUPETES;EI 1ER CICLE MUNICIPAL CHUPETES;PÚB.;CL;ANTONIO PRADES SAFONT;S/N;12004;CASTELLÓ DE LA PLANA;CASTELLÓ;964269307;964269307; 1,0;-0.028984;39.993163;AJUNTAMENT DE CASTELLÓ DE LA PLANA;;LA PLANA ALTA
12007541;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL BIBERONS;EI 1ER CICLE MUNICIPAL BIBERONS;PÚB.;CL;DESIERTO DE LAS PALMAS;5;12006;CASTELLÓ DE LA PLANA;CASTELLÓ;964210099;; 1,0;-0.054739;39.972923;AJUNTAMENT DE CASTELLÓ DE LA PLANA;;LA PLANA ALTA
12007553;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL PEÜCS;EI 1ER CICLE MUNICIPAL PEÜCS;PÚB.;CL;JOSÉ MARÍA MULET ORTÍZ;S/N;12006;CASTELLÓ DE LA PLANA;CASTELLÓ;964731213;964731213; 1,0;-0.06043;39.993894;AJUNTAMENT DE CASTELLÓ DE LA PLANA;;LA PLANA ALTA
12007565;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL;EI 1ER CICLE MUNICIPAL;PÚB.;CL;GUILLEM SOROLLA;1;12170;SANT MATEU;CASTELLÓ;682359115;; 1,0;0.177739;40.467303;AJUNTAMENT DE SANT MATEU;;EL BAIX MAESTRAT
12007577;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;LA PAPALLONA MENUDA;CENTRE PRIV. ED. INF. 1ER CICLE LA PAPALLONA MENUDA;PRIV.;CL;CALDERÓN DE LA BARCA;15;12004;CASTELLÓ DE LA PLANA;CASTELLÓ;652823254;; 1,0;-0.033216;39.995895;;;LA PLANA ALTA
12007589;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;PICAROL;CENTRE PRIV. ED. INF. 1ER CICLE PICAROL;PRIV.;CL;JUAN BAUTISTA FOLIÁ PRADES;11;12006;CASTELLÓ DE LA PLANA;CASTELLÓ;964062472;; 1,0;-0.065274;39.989155;;;LA PLANA ALTA
12007607;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;L'ESQUIROL;CENTRE PRIV. ED. INF. 1ER CICLE L'ESQUIROL;PRIV.;CM;ERMITA, CL. EN PROYECTO;8;12540;VILA-REAL;CASTELLÓ;964537421;; 1,0;-0.110085;39.951692;;;LA PLANA BAIXA
12007619;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL;EI 1ER CICLE MUNICIPAL;PÚB.;PZ;NUEVA;S/N;12527;ARTANA;CASTELLÓ;964611677;964611061; 1,0;-0.256462;39.8923;AJUNTAMENT D'ARTANA;;LA PLANA BAIXA
12007620;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL;EI 1ER CICLE MUNICIPAL;PÚB.;CL;PEÑÍSCOLA - C/ BECHÍ;S/N;12594;ORPESA;CASTELLÓ;964312700;; 1,0;0.14198;40.092137;AJUNTAMENT D'ORPESA;;LA PLANA ALTA
12007644;ESCUELA INFANTIL DE PRIMER CICLO;ESCOLA INFANTIL DE PRIMER CICLE;MUNICIPAL;EI 1ER CICLE MUNICIPAL;PÚB.;CL;SERRA D'IRTA-CL CONSTITUCIÓ;S/N;12540;VILA-REAL;CASTELLÓ;660363582;; 1,0;-0.102499;39.929953;AJUNTAMENT DE VILA-REAL;;LA PLANA BAIXA
12007668;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;LA JIRAFA II;CENTRE PRIV. ED. INF. 1ER CICLE LA JIRAFA II;PRIV.;PZ;CERÀMIQUES DIAGO;1;12006;CASTELLÓ DE LA PLANA;CASTELLÓ;964245372;; 1,0;-0.046462;39.97909;;;LA PLANA ALTA
12007693;ESCUELA PRIVADA DE MÚSICA;ESCOLA PRIVADA DE MÚSICA;DE VINARÒS;ESCOLA PRIVADA DE MÚSICA DE VINARÒS;PRIV.;CL;ALMERÍA;5-B;12500;VINARÒS;CASTELLÓ;616974347;; 1,0;0.469955;40.468417;;;EL BAIX MAESTRAT
12007701;CENTRO PRIVADO DE EDUCACIÓN INFANTIL DE PRIMER CICLO;CENTRE PRIVAT D'EDUCACIÓ INFANTIL DE PRIMER CICLE;MÓN DE FADES;CENTRE PRIV. ED. INF. 1ER CICLE MÓN DE FADES;PRIV.;CL;CORTS VALENCIANES;32;12540;VILA-REAL;CASTELLÓ;964538512;964538512; 1,0;-0.093149;39.944392;;;LA PLANA BAIXA
